MAXLOC --- ARRAY
1. Initializing vector
2. Find maxloc
Dry run: 	Max: 948735262517188208472871217810619818127968755112078358420891758700113349053200153886641691018228184118066639732564609842666021664342200045290123208567054820955742038654976.000000	@ 0	
Run   0: 	Max: 976.846165	@ 774294	Elapsed time: 0.000625
Run   1: 	Max: 2922043624.746216	@ 0	Elapsed time: 0.000613
Run   2: 	Max: 2922043624.746216	@ 0	Elapsed time: 0.000567
Run   3: 	Max: 2922043624.746216	@ 0	Elapsed time: 0.000566
Run   4: 	Max: 2922043624.746216	@ 0	Elapsed time: 0.000567
Run   5: 	Max: 2922043624.746216	@ 0	Elapsed time: 0.000566
Run   6: 	Max: 2922043624.746216	@ 0	Elapsed time: 0.000566
Run   7: 	Max: 2922043624.746216	@ 0	Elapsed time: 0.000589
Run   8: 	Max: 2922043624.746216	@ 0	Elapsed time: 0.000581
Run   9: 	Max: 2922043624.746216	@ 0	Elapsed time: 0.000566
----------------------------------------
Total time:	0.005806 s	mean= 0.000581	 std= 0.000021	( 3.58 % )
